Age,Gender,Year,Course,Branch,Bank_Account,Bank_Name,Demat_Account,Broker_Name,Trading_Segment,Income,Income_Source,Expenses,Track_Expenses,Budgeting_Knowledge,Savings
20.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
23.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
21.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,No,1356
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank,Yes,Grow,Equity,10k to 30k,Family support,5k to 15k,No,Yes,120
21.0,Male,1st year,Other,Not Applicable,Yes,HDFC Bank,Yes,Paytm Money,Equity;Mutual Funds,10k to 30k,Family support,5k to 15k,Yes,Yes,5492
21.0,Male,2nd year,B.Tech,CSE,Yes,BOB,Yes,Angle One,Equity;Futures & Options,less than 10k,Family support,less than 5k,Yes,No,315
21.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,66
19.0,Female,1st year,B.Tech,Aerospace,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Family support,5k to 15k,Yes,No,0
19.0,Male,1st year,BA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,167
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2041
18.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,more than 30k,Others,more than 30k,No,No,5274
20.0,Male,1st year,B.Tech,CSE,Yes,ICICI Bank,Yes,Zerodha,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,864
18.0,Male,1st year,BBA,Not Applicable,Yes,Pnb,No,Not Applicable,,10k to 30k,Freelancing,5k to 15k,Yes,Yes,188
20.0,Female,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1410
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,429
24.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Startup,5k to 15k,No,No,2093
21.0,Female,3rd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,631
21.0,Male,2nd year,B.Tech,Aerospace,Yes,Yes bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1158
20.0,Female,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1126
19.0,Male,1st year,B.Tech,CSE,Yes,BOB,Yes,Grow,Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,1225
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,448
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,less than 5k,Yes,Yes,8025
21.0,Male,3rd year,B.Tech,Automobile,Yes,State Bank of India,No,Not Applicable,,less than 10k,Startup,less than 5k,Yes,Yes,1081
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,34
18.0,Male,1st year,B.Tech,CSE,Yes,Bank of Baroda ,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,33
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,314
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,470
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,309
25.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Others,less than 10k,Freelancing,less than 5k,Yes,Yes,5057
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,823
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,952
20.0,Male,1st year,B.Tech,Electrical,Yes,Canara ,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,1155
24.0,Male,4th year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Startup,5k to 15k,No,No,2495
18.0,Male,1st year,B.Tech,Mechanical,Yes,Kotak 811,Yes,Kotak neo,Equity;Futures & Options;Mutual Funds;Commodity,10k to 30k,Family support,5k to 15k,Yes,Yes,2363
20.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,254
23.0,Male,4th year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,361
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,334
21.0,Male,3rd year,BBA,Not Applicable,Yes,ICICI Bank,Yes,Grow,Mutual Funds,less than 10k,Internship,5k to 15k,Yes,Yes,2417
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,178
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,10
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,432
21.0,Male,3rd year,B.Tech,Automobile,Yes,HDFC Bank,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Internship,less than 5k,Yes,No,7101
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,431
19.0,Female,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,42
21.0,Male,3rd year,Other,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,10k to 30k,Internship,5k to 15k,Yes,Yes,3294
26.0,Male,4th year,BBA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,31
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank,Yes,Grow,Equity,10k to 30k,Family support,5k to 15k,No,Yes,278
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,405
20.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,333
20.0,Female,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,328
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,930
19.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,475
18.0,Male,1st year,B.Tech,Civil,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
19.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,301
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,1301
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,612
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,243
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Internship,5k to 15k,Yes,No,3492
20.0,Male,1st year,B.Tech,Civil,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,166
20.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,1446
21.0,Male,3rd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,No,No,457
21.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,1104
21.0,Male,2nd year,B.Tech,Aerospace,Yes,Yes bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,984
20.0,Male,2nd year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Mutual Funds;Commodity,more than 30k,Freelancing,15k to 30k,Yes,Yes,5889
20.0,Male,2nd year,B.Tech,Civil,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Freelancing,less than 5k,Yes,Yes,2439
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,5418
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,224
19.0,Female,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,42
19.0,Male,1st year,B.Tech,Electrical,Yes,Punjab National Bank ,Yes,Zerodha,Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,496
20.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,Yes,755
23.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Freelancing,less than 5k,Yes,Yes,980
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,Yes,Grow,Futures & Options,less than 10k,Family support,less than 5k,Yes,No,952
21.0,Male,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Family support,less than 5k,No,No,351
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,9053
18.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,more than 30k,Others,more than 30k,No,No,5010
21.0,Male,3rd year,Other,Not Applicable,Yes,PNB,No,Not Applicable,,less than 10k,Family support,5k to 15k,Yes,Yes,857
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,526
20.0,Male,2nd year,B.Tech,CSE,Yes,Punjab National Bank,Yes,Angle One,Equity;Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,452
22.0,Female,3rd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity,10k to 30k,Family support,less than 5k,Maybe,Yes,0
21.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,679
22.0,Male,3rd year,B.Com,Not Applicable,Yes,ICICI Bank,Yes,Angle One,Equity,10k to 30k,Part - Time Job,less than 5k,No,No,4853
19.0,Male,1st year,B.Tech,CSE,Yes,BOB,Yes,Grow,Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,1355
18.0,Male,1st year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,104
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,182
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,479
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
20.0,Male,1st year,B.Tech,Aerospace,Yes,Jk bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,587
22.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,4466
21.0,Male,2nd year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,1194
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,1st year,B.Tech,Automobile,Yes,State Bank of India,Yes,Angle One,Futures & Options;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,74
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,289
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,Yes,Yes,5410
21.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,11
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank ,Yes,Grow,Others,less than 10k,Family support,less than 5k,Yes,Yes,3433
21.0,Male,2nd year,B.Tech,Aerospace,Yes,Yes bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1196
20.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,780
20.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Others,less than 10k,Family support,less than 5k,Maybe,Yes,541
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,339
19.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Equity,less than 10k,Family support,more than 30k,Yes,Yes,161
21.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,441
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,273
20.0,Male,2nd year,B.Tech,Mechanical,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,462
21.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,63
19.0,Male,1st year,B.Tech,CSE,Yes,BOB,Yes,Grow,Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,1268
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
18.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,0
21.0,Male,4th year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,260
19.0,Male,1st year,B.Com,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
22.0,Male,3rd year,B.Tech,Electrical,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,410
18.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,0
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,322
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1041
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1010
18.0,Male,1st year,B.Tech,Electrical,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,0
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,243
24.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds;Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,0
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,232
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,Yes,Yes,5437
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,163
21.0,Female,3rd year,BBA,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,323
22.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1209
22.0,Male,1st year,Other,Not Applicable,Yes,Canara Bank,Yes,Grow,Equity,10k to 30k,Family support,5k to 15k,No,Yes,295
19.0,Male,1st year,B.Com,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,No,997
20.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,117
19.0,Male,1st year,B.Tech,Mechanical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,30
26.0,Male,4th year,BBA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,374
21.0,Female,3rd year,B.Com,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options;Mutual Funds;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,5124
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,442
19.0,Male,1st year,B.Tech,Electrical,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,2948
20.0,Male,2nd year,B.Tech,CSE,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,829
20.0,Male,1st year,B.Tech,Electrical,Yes,Canara ,No,Not Applicable,,less than 10k,Family support,5k to 15k,No,No,1019
19.0,Male,3rd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Others,15k to 30k,No,Yes,279
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,0
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2100
19.0,Male,2nd year,B.Tech,Civil,Yes,ICICI Bank,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,1347
21.0,Male,2nd year,B.Tech,Aerospace,Yes,ICICI Bank,Yes,Upstox,Equity;Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,No,No,3073
18.0,Female,1st year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,165
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,876
20.0,Male,1st year,BA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,456
19.0,Male,1st year,BA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,115
20.0,Female,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
21.0,Male,3rd year,B.Tech,Automobile,Yes,State Bank of India,No,Not Applicable,,less than 10k,Startup,less than 5k,Yes,Yes,1297
18.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,221
20.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Yes,Yes,668
24.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,Yes,Grow,Equity;Futures & Options;Mutual Funds;Commodity,less than 10k,Family support,5k to 15k,Yes,Yes,16
22.0,Male,3rd year,B.Tech,Mechanical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,961
20.0,Female,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,397
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Others,less than 5k,Yes,Yes,730
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,242
24.0,Male,2nd year,BBA,Not Applicable,Yes,yes bank,Yes,Angle One,Futures & Options;Mutual Funds,10k to 30k,Internship,less than 5k,Yes,Yes,410
19.0,Male,1st year,B.Com,Not Applicable,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,421
19.0,Female,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,156
19.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,438
20.0,Male,3rd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,10k to 30k,Others,5k to 15k,No,Yes,2262
22.0,Male,4th year,B.Tech,CSE,Yes,Canara ,Yes,Grow,Others,less than 10k,Family support,less than 5k,Yes,Yes,0
22.0,Male,4th year,B.Tech,CSE,Yes,Yes Bank,Yes,Grow,Equity;Futures & Options,10k to 30k,Freelancing,5k to 15k,No,No,1210
22.0,Male,3rd year,B.Tech,CSE,Yes,Yes bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,1239
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,211
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,272
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options,10k to 30k,Internship,5k to 15k,Yes,Yes,5496
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,673
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2085
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,9291
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,9116
22.0,Male,3rd year,B.Tech,CSE,Yes,Yes bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Freelancing,less than 5k,Yes,Yes,1033
20.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,Yes,Angle One,Equity;Futures & Options;Commodity,10k to 30k,Internship,5k to 15k,Yes,No,3968
20.0,Female,2nd year,B.Tech,CSE,Yes,IPPB,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,478
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,0
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,344
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Angle One,Futures & Options,less than 10k,Family support,less than 5k,Yes,Yes,0
19.0,Male,4th year,BA,Not Applicable,Yes,State Bank of India,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Part - Time Job,less than 5k,Yes,Yes,1119
22.0,Male,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Internship,15k to 30k,Maybe,No,450
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,No,0
21.0,Male,2nd year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Family support,less than 5k,Yes,Yes,757
18.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,484
24.0,Male,4th year,B.Tech,Automobile,Yes,HDFC Bank,Yes,Upstox,Commodity;Others,less than 10k,Part - Time Job,less than 5k,Yes,Yes,1370
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Internship,less than 5k,Maybe,No,711
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,316
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,5479
20.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Others,less than 10k,Family support,less than 5k,Maybe,No,12
24.0,Female,4th year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Futures & Options,10k to 30k,Internship,5k to 15k,Yes,Yes,4861
21.0,Male,2nd year,B.Tech,Aerospace,Yes,State Bank of India,No,Not Applicable,,10k to 30k,Internship,less than 5k,No,No,446
20.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,48
21.0,Male,2nd year,B.Tech,CSE,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,Maybe,No,477
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,256
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Freelancing,less than 5k,No,Yes,413
21.0,Male,2nd year,B.Com,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,541
19.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Equity,less than 10k,Family support,more than 30k,Yes,Yes,258
